source,Item type,Authors,Title,Publication year,Abstract,URLs,Proceedings title,Series,,,,
WebOfScience,Article; Book Chapter,"Zheng, QH; Chen, L; Burgos, D",Learning Support of MOOCs in China,2018,"MOOCs' high dropout rate has been widely criticized. It is one of the measures to reduce the dropout rate by establishing a perfect learning support service system and enhancing the learning support service capacity. This study took 621 courses of 14 major MOOC platforms in China as the research object, investigated their learning support condition, and compared the types and quantity of learning support services (LSS) provided by different types of courses. The study found that, in general, China's MOOCs supply very few types of LSS, and the overall level of support service was low. There are big differences in learning support among MOOCs with different teaching models. Inquiry-based courses designed better learning support than lecture-based courses. Flipped-classroom MOOCs used learning support more often. The learning support in MOOCs was more traditionally designed. Courses with well-designed certificate system had better learning support. According to the research results, we suggest that in order to advance the construction and application, MOOCs should enhance the learning support service capacity, promote the practical application of learning analytics, pay more attention to the timeliness and validity of teaching interaction, construct the inquiry learning environment, and promote flipped-classroom teaching model. With",,DEVELOPMENT OF MOOCS IN CHINA,,SPRINGER-VERLAG SINGAPORE PTE LTD,,,
WebOfScience,Article,"Gil-Jaurena, I; Callejo, J; Agudo, Y","Evaluation of the UNED MOOCs Implementation: Demographics, Learners' Opinions and Completion Rates",2017,"The paper is a study about the MOOC experience at the Spanish National University of Distance Education (UNED), where we have collected initial and final information about learners' profiles and opinions, as well as enrolment, completion and certification rates. It is a survey-based study covering 17 MOOCs offered in UNED's own platform, and collects information from a sample of more than 24000 learners (initial survey) and 2003 learners (final survey). The paper first presents an overview of the MOOC experience at UNED, introducing the main features of these courses. Afterwards, it focuses on the methodology used in the study and in the information gathered in the second edition of UNED MOOCs, which took place from November 2013 until March 2014. Learners' average profile is a Spanish female, approximately 37 years old, with a University degree, and generally employed. For many of the participants, UNED MOOCs were their first experiences with these sorts of courses, and the main reasons for enrolment were the course topic and the perceived usefulness for professional development. The expectations regarding completion and certification where initially very high, but completion rates remain below 14%. In the final survey, the overall experience in the MOOCs and the different tools used in the courses were highly valued by learners, except the support figures ( curator, facilitator, peers), which received lower ratings. These findings are of interest for the institution and further research, refining learning analytics, is encouraged.",,INTERNATIONAL REVIEW OF RESEARCH IN OPEN AND DISTRIBUTED LEARNING,,ATHABASCA UNIV PRESS,,,
WebOfScience,Article,"Kocdar, S; Okur, R; Bozkurt, A",AN EXAMINATION OF xMOOCs: AN EMBEDDED SINGLE CASE STUDY BASED ON CONOLE'S 12 DIMENSIONS,2017,"This study intends to examine the xMOOCs offered by one of the mainstream MOOC platforms in Conole's 12 dimensions. For this purpose, the research employed an embedded single case study using heuristic inquiry to collect data. The researchers participated in three xMOOCs and took into consideration the characteristics of these MOOCs by rating them as low, medium or high in terms of Conole's 12 dimensions. Inter-rater reliability was 92 percent. The study showed that the openness, massiveness, diversity, use of multimedia, communication among learners, learning pathway and amount of reflection dimensions were high. The communication with instructors, degree of collaboration and autonomy dimensions were medium, and the quality assurance, certification, and formal learning dimensions were low. After explaining characteristics of xMOOCs from the perspective of open learning, the study highlighted that xMOOCs dramatically differ with regard to the implementation of the freemium business model to education and course delivery methods. It was concluded that MOOCs are not a new form of learning, but a new form of organizing learning similar to the open university movement, but which promises more flexibility and access than open universities.",,TURKISH ONLINE JOURNAL OF DISTANCE EDUCATION,,ANADOLU UNIV,,,
WebOfScience,Article,"Zaduski, JCD; Schlunzen, K; dos Santos, DAD",THE POSSIBILITIES OF NON-FORMAL EDUCATION IN MOOCS,2017,"This paper covers the possibilities of learning in a non-formal environment named Unesp Aberta, in courses offered in a MOOC format, in an open, free and accessible virtual space, without tutoring or certification where the construction of knowledge is possible and witnessed from the interaction between students. To verify the effectiveness of this hypothesis, the research was divided into three studies. The first was to know the profile of participants in this environment, identifying who they are and what are their needs. The second was to ascertain the degree of satisfaction of students regarding the course, the proposed materials, the existing interactions and their perception about the learning obtained. The third was to identify mechanisms of communication and interaction between apprentices, based on discussion forums and other means. Methodological approach adopted was quantitative and qualitative, using two instruments: the non participant observation of three discussion forums and a semi-structured questionnaire sent to all participants of the Human Sciences courses. The 675 questionnaires considered valid were quantitatively analyzed and, the postings made in the discussion forums and the answers given in the open question of the questionnaire, were analyzed qualitatively with the help of the Iramuteq software. The study provided the identification of the learners' profile, the understanding of their perceptions regarding educational resources available and, regarding the general structure. In addition, it was possible to affirm that were found evidence of learning in the non-formal education environment analyzed.",,REVISTA IBERO-AMERICANA DE ESTUDOS EM EDUCACAO,,"UNIV ESTADUAL PAULISTA-UNESP, FAC CIENCIAS LETRAS ASSIS",,,
WebOfScience,Proceedings Paper,"Bordel, B; Alcarria, R; Martin, D; Sanchez-de-Rivera, D",Improving MOOC Student Learning Through Enhanced Peer-to-Peer Tasks,2017,"In the context of MOOCs, activities that imply a deeper learning are, undoubtedly, P2P tasks. However, the traditional MOOC structure makes very difficult to evaluate the learning level obtained by students when performing these activities. This situation is especially problematic as students increasingly demand the universities to certify the knowledge acquired by means of MOOCs, so higher education institutions must guarantee their learning. In order to address this challenge, in this paper it is proposed a new type of P2P activity, designed to automatically provide students a valuable feedback about their work. This new type of activity is supported by a module, including a coordination engine and a formal revision component communicating by means of the LTI protocol with an automatic revision assistant, which allows differentiating a genuine contribution from the simple repetition of ideas. Moreover, and experimental validation is carried out. Results show first evidences that most students (up to 82%) improve their learning when employed the new proposed technology.",,DIGITAL EDUCATION: OUT TO THE WORLD AND BACK TO THE CAMPUS,5th European MOOCs Stakeholders Summit (EMOOCs),SPRINGER INTERNATIONAL PUBLISHING AG,,,
WebOfScience,Proceedings Paper,"Brunton, J; Brown, M; Costello, E; Farrell, O; Mahon, C",Giving Flexible Learners a Head Start on Higher Education: Designing and Implementing a Pre-induction Socialisation MOOC,2017,"This paper reports on a five week pre-induction socialisation MOOC that facilitates successful transition into Higher Education for flexible learners. In this context a broad definition is adopted of flexible learners, which includes adult learners in part-time and/or online/distance education. A number of national and international reports have emphasised the importance of bringing more adult learners into higher education, and adult learners have a preference for flexible programmes. The MOOC targets prospective learners during early parts of the study life-cycle, when they are considering entry into higher education and may benefit from advice about how to effectively prepare. The MOOC utilises a number of the OERs developed by the Student Success Toolbox project, and combines these readiness tools with supporting materials in order to deliver a comprehensive pre-induction socialisation course. A small pilot ran from the 15th Aug-19th Sept 2016. 150 people enrolled with 50 going on to receive a certificate of completion. Those selected to take part in this pilot were prospective flexible learners planning to start courses in Ireland in 2016/2017 and a cohort of approximately 70 learners from Kiron, an organisation supporting refugees in accessing higher education. The feedback received, albeit limited by the numbers of respondents, indicates that a course that uses the OERs developed by the Students Success Toolbox project, can have a positive impact on prospective flexible learners.",,DIGITAL EDUCATION: OUT TO THE WORLD AND BACK TO THE CAMPUS,5th European MOOCs Stakeholders Summit (EMOOCs),SPRINGER INTERNATIONAL PUBLISHING AG,,,
WebOfScience,Proceedings Paper,"Croft, I",USING MARGINAL GAINS TO IMPROVE MOOCS AND SPOCS,2017,"A leading online platform suggests that in five years, all institutions will offer certified degrees in the form of MOOCs or SPOCs. This provider, Coursera, has acquired over 15 million students and 130 partners in four years, whilst little brother EdX has racked up 5 million users and 70 institutions. To put those numbers into perspective, combined, that's 50 times more students than have ever been to Harvard. So what's the problem? The problem is that the horse has bolted. MOOCs and SPOCs aren't news to anyone. Technologically aware universities have produced them for years, and there will be a wave of new entrants in the coming months. In November 2016, Oxford University announced that it would be launching its first MOOC. The competition is growing. Every university will soon be trying to grab a slice of this very large pie. So how do we stay ahead of the curve, and compete with Ivy League institutions and Old Masters whom have years of prestige and history on their side?. To answer that, I need to digress to the world British Cycling. Dave Brailsford was brought in as an advisor in 1997 after the unsuccessful 1996 Olympics, where GB only won 2 medals. His arrival saw an improvement four years later, which prompted British Cycling to make him Performance Director, and with it his philosophy of `Marginal Gains'. He recognised that his small island couldn't rival the likes of the US in terms of numbers, nor Germany or France in terms of tradition or cycling culture - so where could they compete? In every other way: bike mechanics, riders' clothing, diet, sleep schedules, to name a few. If they could improve all these little things by a fraction, maybe they would amount something bigger. The results were spectacular. In 2004, the UK came third in the medal table. In 2008 and 2012? First. Whilst you can't improve one thing by 100%, you can improve 100 by 1%. 100 things to improve in MOOCs? Everywhere you look; from the speed of your reply in the forum, to the accuracy of the videos' subtitles. However, for my presentation, I want to focus on one - using technology and alternative videos to enhance quality. I will show participants how they can use marginal gains to increase the quality of MOOCs and SPOCs to compete with leading institutions. One way to differentiate, is by using a LED Board. Used in dark room, the professor stands behind a transparent LED lit screen and writes in a white pen - a modern way of displaying tables, matrices or diagrams. Another, is by altering the location of the video. Imagine you are doing a course on Pricing Strategy - what better way to explain the differences between premium and budget pricing than by recording at a bustling and iconic market in your city. Is a Professor from Spain or India ever going to sound as natural and fluent in English as one from California? Probably not. Can they produce a more engaging video through the use of technology or location despite that? Yes. At IE we've embraced this philosophy in order to maintain our excellent reputation in blended and face-to-face education. Over three years, we have launched 20 MOOCs, sustaining impressive ratings; the highest ranked courses achieving 4.8/5. A total reach of 200,000 students. The online world of education, whilst not tearing up university leader boards completely, has certainly put all institutions on a more level playing field. By using marginal gains, all players have the chance to climb that medal table and end up as number 1.",,"INTED2017: 11TH INTERNATIONAL TECHNOLOGY, EDUCATION AND DEVELOPMENT CONFERENCE","11th International Conference on Technology, Education and Development (INTED)",IATED-INT ASSOC TECHNOLOGY EDUCATION & DEVELOPMENT,,,
WebOfScience,Review,"Duart, JM; Roig-Vila, R; Mengual-Andres, S; Maseda Duran, MA",The pedagogical quality of MOOCs based on a systematic review of JCR and Scopus publications (2013-2015),2017,"MOOCs are seen as the latest development in online learning and since their launch in 2008 they have become an integral part of university course curricula. We are currently at an early stage in the development of MOOCs; few studies have been published on their assessment so far. Consequently, this paper is based on a literature review, using the main academic databases JCR and Scopus, on 33 articles published between 2013 and 2015 with the objective of determining the educational quality of MOOCs. The methodology is based on a literature review procedure in which seven categories were distinguished when carrying out the analysis: course planning, contents, methodology, resources and activities, motivation, communication, and assessment and certification. The results of this study show that the assessment of the quality of MOOCs refers to a slightly higher than average quality, except for the three variables of content, resources and activities, and assessment. However, it warns of a lack of studies that assess the pedagogical quality of MOOCs and so we suggest further studies are needed with greater methodological rigour to obtain conclusive results.",,REVISTA ESPANOLA DE PEDAGOGIA,,UNIV INT RIOJA-UNIR,,,
WebOfScience,Article,"Barrera, AG; Hernandez, PG; Lopez, CM",ATTENTION TO DIVERSITY IN MOOCS: A METHODOLOGICAL PROPOSAL,2017,"MOOCs are a resource that are becoming increasingly frequently used worldwide. They are offered from all types of institutions, especially universities, and they have many advantages for education such as ubiquity, gratuity, credibility and quality. However, research on their contributions to the actual knowledge of each individual are just beginning. MOOCs are still a big unknown for science, and it cannot be ensured that those who are certified truly possess the skills that are accredited through them. Also, note that its main virtue may become its biggest drawback. The overcrowding of virtual classrooms means that its contents are directed at the general public and targeted to a student of low and average skills. Its creators are completely unaware of the characteristics that participants have, and so cannot generate content based on their knowledge or experience. Its enormous scope and wide range of target makes adapting education to the needs of each student a complex task. However, from a theoretical review, this article discusses the potential that these courses really offer in order to personalize teaching and overcome the burdens imposed by virtuality in distance education. It also provides some keys to adapt MOOCs without forgetting to meet the ever-present diversity among its students. In general considerations, some methodological and sequential contributions can be highlighted for the implantation of a MOOC from an inclusive education perspective.",,EDUCACION XX1,,UNIV NACIONAL EDUCACION DISTANCIA,,,
WebOfScience,Proceedings Paper,"Jia, YZ; Song, ZY; Bai, XL; Xu, W",Towards Economic Models for MOOC Pricing Strategy Design,2017,"MOOCs have brought unprecedented opportunities of making high-quality courses accessible to everybody. However, from the business point of view, MOOCs are often challenged for lacking of sustainable business models, and academic research for marketing strategies of MOOCs is also a blind spot currently. In this work, we try to formulate the business models and pricing strategies in a structured and scientific way. Based on both theoretical research and real marketing data analysis from a MOOC platform, we present the insights of the pricing strategies for existing MOOC markets. We focus on the pricing strategies for verified certificates in the B2C markets, and also give ideas of modeling the course sub-licensing services in B2B markets.",,DATABASE SYSTEMS FOR ADVANCED APPLICATIONS (DASFAA 2017),22nd International Conference on Database Systems for Advanced Applications (DASFAA),SPRINGER INTERNATIONAL PUBLISHING AG,,,
WebOfScience,Proceedings Paper,"Liu, Z; Yang, CY; Peng, X; Sun, JW; Liu, SYY",Joint exploration of negative academic emotion and topics in student-generated online course comments,2017,"Currently, with the increasing advancement of interactive learning technologies in MOOCs, a large number of student-generated comments (SGCs) have been substantially produced with two primary emotions (positive and negative). The emotional orientations are typically related with specific learning topics or aspects discussed, which is of value to offer abundant academic feedbacks for teachers and developers. Especially, the negative emotion and topics can be exploited to get an in-depth insight of the problems and barriers encountered by learners in online learning. However, it is challenging to capture relevant details from unstructured SGCs. In this paper, we propose a generative probabilistic model that extends Sentence-LDA (SLDA), namely Emotion Topic Joint Probabilistic Model (ETJM), to explore negative opinions in terms of pairs of <emotion, topic> which we call emo-topic. The model first automatically extracts the sentences with the high negative emotion density (NED), and then incorporates emotion and topic together to explore negative emotional feedbacks towards topics. The experimental results show that learners extended some negative comments towards the issues about learning content, online assignments and certificates of courses. The summarization of these issues can be given back to teachers to regulate and improve the teaching methods, strategies and design of learning contents.",,2017 6TH INTERNATIONAL CONFERENCE OF EDUCATIONAL INNOVATION THROUGH TECHNOLOGY (EITT),6th International Conference of Educational Innovation through Technology (EITT),IEEE,,,
WebOfScience,Proceedings Paper,"Malchow, M; Renz, J; Bauer, M; Meinel, C",Embedded Smart Home - Remote Lab Grading in a MOOC with over 6000 Participants,2017,"The popularity of MOOCs has increased considerably in the last years. A typical MOOC course consists of video content, self tests after a video and homework, which is normally in multiple choice format. After solving this homeworks for every week of a MOOC, the final exam certificate can be issued when the student has reached a sufficient score. There are also some attempts to include practical tasks, such as programming, in MOOCs for grading. Nevertheless, until now there is no known possibility to teach embedded system programming in a MOOC course where the programming can be done in a remote lab and where grading of the tasks is additionally possible. This embedded programming includes communication over GPIO pins to control LEDs and measure sensor values. We started a MOOC course called Embedded Smart Home as a pilot to prove the concept to teach real hardware programming in a MOOC environment under real life MOOC conditions with over 6000 students. Furthermore, also students with real hardware have the possibility to program on their own real hardware and grade their results in the MOOC course. Finally, we evaluate our approach and analyze the student acceptance of this approach to offer a course on embedded programming. We also analyze the hardware usage and working time of students solving tasks to find out if real hardware programming is an advantage and motivating achievement to support students learning success.",,2017 11TH ANNUAL IEEE INTERNATIONAL SYSTEMS CONFERENCE (SYSCON),11th Annual IEEE International Systems Conference (SysCon),IEEE,,,
WebOfScience,Proceedings Paper,"Tian, Y; Wen, YM; Yi, XH; Yang, X; Miao, YQ",Predicting Learning Effect by Learner's Behavior in MOOCs,2017,"With the fast development of MOOCs in recent years, more and more people start to take MOOCs to perfect themselves. However, there exist high dropout rate and low passing rate of examination in many courses. So it is very important to predict learners' learning effect exactly. For learners who predicted good learning effect, teachers can impose intervention to help these learners to stick to the end of courses, while for predicted bad learning effect, teachers can take measures to help these learners to study harder to improve their learning. In this paper, we first analyze learners' learning behavior data to explore the differences among learners with different categories, then a cascade prediction model is proposed to predict whether a learner can earn certificate in a course. Experiments conducted on a real-world dataset illustrated the effectiveness of the proposed model.",,INTELLIGENT DATA ENGINEERING AND AUTOMATED LEARNING - IDEAL 2017,18th International Conference on Intelligent Data Engineering and Automated Learning (IDEAL),SPRINGER INTERNATIONAL PUBLISHING AG,,,
WebOfScience,Proceedings Paper,"Turrin, R",Personalization Challenges in e-Learning,2017,"Online learning is a hot trend in the education industry, as testified by the proliferation of e-learning platforms and MOOCs on a huge variety of topics, from science and technology to foreign language learning and musical instruments playing. In this talk we will present some of the common challenges in the e-learning industry that we are personally facing at Cloud Academy, an on-line continuous training platform for Cloud technologies. First, the nature of recommendation objects is quite diversified. Typically an e-learning platform comprises several content types, such as video lessons, reading material, quizzes, practical exercises (e.g., hands-on laboratories), etc. Also, they can be organized into composite objects, such as whole courses (groups of lessons) or exams (topic-specific quizzes and exercises). Signals are very heterogeneous, too. Users can trigger all sorts of events while interacting with the learning platform, such as time spent on a given lesson video, outcome of a quiz or a test after a specific number of attempts, natural language feedback, etc. Such variety can be an important and comprehensive source of information but it must be normalized and handled within an appropriate common framework. The objectives of recommendation in e-learning differ from the case of more well-established targets. Although enjoyment remains a driving force (e.g., proposing new interesting courses to an old user), the focus is on learning specific skills or topics for specific goals. In this scenario, recommendation seeks to suggest the new best lesson, exercise, or course to acquire the desired skill while keeping the user engaged, assembling a personalized study path in the process. The pace of the learning activity must be tailored on the user's needs and commitments, like deadlines (e.g., the user plans to get a certification by a certain date), specific goals (e.g., objectives of an employee might be defined by the user's manager) or learning prerequisites (e.g., a course can be consumed only after the student has acquired the needed knowledge, either via other more basic courses or preexisting skills). Consequently, recommendations must take into account the initial user skills and knowledge as well as her learning objectives (e.g., improving the skills of a non-beginner student requires recommending more advanced material). Transparency plays an important role in the e-learning domain as users are willing to continuously monitor and inspect their progress and understand which training resources better fit their learning goals. Finally, the online learning environment can be made even more complex by social features such as virtual classes of multiple users, a context that recommender systems both can exploit and need to take into account.",,PROCEEDINGS OF THE ELEVENTH ACM CONFERENCE ON RECOMMENDER SYSTEMS (RECSYS'17),11th ACM Conference on Recommender Systems (RecSys),ASSOC COMPUTING MACHINERY,,,
WebOfScience,Article,"Watson, WR; Kim, W; Watson, SL",Learning outcomes of a MOOC designed for attitudinal change: A case study of an Animal Behavior and Welfare MOOC,2016,"This study examines the case of an Animal Behavior and Welfare MOOC that specifically targeted attitudinal change in its learners. Attitudinal learning outcomes were evaluated using an author-developed survey with questions on perceptions in the four areas of attitudinal learning: General Learning, Cognitive Learning, Affective Learning, and Behavioral Learning. The survey also examined learner goals for enrolling in the course and their perceptions of the instructional methods implemented in the course. Results showed that learners perceived positive learning outcomes across all four areas. Statistically significant differences were found in relation to perceptions of attitudinal learning based on their reason for enrolling in the MOOC and its relation to attitude formation. There were also significant differences in learners' reasons for enrollment based on whether they intended to change animal welfare related behaviors due to their MOOC experience. Learners overwhelming indicated that the instructor videos were the most impactful instructional strategy regardless of whether they had a higher perception of learning, or a lower perception. Finally, learners with higher perceptions primarily enrolled in the MOOC in order to form a viewpoint on animal welfare, while lower perception learners enrolled to earn a formal certificate of completion. Implications are discussed for instructional design for attitude change as well as for the use of MOOCs for learning regarding social topics. (C) 2016 Elsevier Ltd. All rights reserved.",,COMPUTERS & EDUCATION,,PERGAMON-ELSEVIER SCIENCE LTD,,,
WebOfScience,Article,"Bourrie, DM; Jones-Farmer, LA; Sankar, CS",Growing the intention to adopt educational innovations: An empirical study,2016,"In order for the Open Access (OA) to learning concept to a have wider impact in formal education, it is important that faculty members intent to adopt new educational innovations. However, little is known about which variables influence the intention of faculty members. Therefore, the purposes of this study are to empirically determine: 1) which of the characteristics of the educational innovation significantly influence the intention to adopt educational innovations, 2) which variables influence the readiness of faculty members intention to adopt educational innovations, and 3) how the characteristics of the innovations moderate the relationship between faculty readiness and intention to adopt the innovations. Participants of this study include 335 faculty members in ABET certified computer science and electrical engineering programs in the United States. The results show that ease of use is positively related to the intention of faculty members to adopt an educational innovation. We conclude that Open-Course Ware developers need to ensure that ease of use is emphasized in the Course Ware and they need to propagate these initially in institutions where faculty members have positive attitude to the Course Ware and care about student learning. In addition, a new method of identifying, building, and funding open access grant universities that develop easy-to-use educational innovations, make them available on an open access platform, and spread them widely by embedding agents in community colleges, schools, and other educational institutions is essential. Such an initiative may lead to wider adoption of MOOCS and other open access materials.",,KNOWLEDGE MANAGEMENT & E-LEARNING-AN INTERNATIONAL JOURNAL,,LABORATORY KNOWLEDGE MANAGEMENT & E-LEARNING UNIV,,,
WebOfScience,Proceedings Paper,"Avery, TL",DISCUSSING DISCUSSIONS: ONLINE INSTRUCTOR BEST PRACTICES,2016,"A structured literature review was conducted to examine the range of theoretically framed studies examining online learning discussions within higher education. Key words to guide the retrieval were: online learning AND engagement or participation AND higher education or college or university not MOOC or MOOCs AND teacher or instructor or professor. This preliminary study did not differentiate between course discipline but did focus on higher learning, specifically university or college level courses that were not technical, certificate, graduate or professional. The study used four consecutive years of peer-reviewed ERIC documents. Of the 132 documents retrieved in the initial broad search, only 55 fit the search parameters, and only four of these were literature review-based. The remaining studies were primarily empirical, often focusing on one factor of online teaching or learning. The scarcity of current information is significant. Also interesting was the underlying emphasis on the Community of Inquiry (COI) framework, based on Garrison's seminal work in 2000 which highlighted the importance of engagement and community in knowledge acquisition. COI or constructivism is directly referenced in 19 of the 55 works and 31 of the 55 works employed key terms of COI theory. From a review of these papers, it appears that instructor decisions about how to structure a course, what to include, and how and when to become involved are ad hoc: the end result is that instructors' involvement in courses is variable and not guided by clear pedagogical principles. While the COI framework provides a good working model and a wide range of part of partial solutions and suggestions, there still remains a need for a more definitive guide. This study organizes relevant findings in the area of technical and learner considerations, as well as within the teaching, social and cognitive presence of the instructor, taken from the COI framework. Information, presented in a cohesive, comprehensive document within a valid pedagogical framework can better inform busy educators who desire to transform their own teaching based on relevant research. Future study could expand and critique this model, more fully integrating other models and looking at course-related variables more closely. Qualitative, quantitative and longitudinal studies can be designed which not only develop and expand the methodology suggested as currently viable within a learning community, but which also build on the potential for online learning to go beyond reproducing traditional courses online.",,EDULEARN16: 8TH INTERNATIONAL CONFERENCE ON EDUCATION AND NEW LEARNING TECHNOLOGIES,8th International Conference on Education and New Learning Technologies (EDULEARN),IATED-INT ASSOC TECHNOLOGY EDUCATION & DEVELOPMENT,,,
WebOfScience,Proceedings Paper,"Berkling, K; El-Husseny, A; Latt, D; Petrov, C; Waigand, A; Walther, J",GamES MOOC Conceptual Ideas and First Steps Towards Implementation of a MOOC for Children,2016,"This paper presents conceptual ideas and a first prototype towards establishing a GamES (Gamified Elementary School) MOOC for children who do not have access to schools. The project is being developed across several Bachelor student projects in collaboration between Cooperative State University, Karlsruhe and the German University of Cairo. A hybrid architecture is designed to support children on mobile devices with intermittent Internet access. Upon access, current learning status and new content are updated. The content consists of leveled games addressing skills defined by the US common core standards for K-5 in subjects Mathematics and English (that can be adapted to other languages). The children's MOOC combines ideas of adaptive user interface, off-line personalized learning, common core standards, and game-based learning. The child's user interface is gamified and after initial registration designed to be manageable for K-5 graders. A second interface addresses the community of game developers who are interested in donating games for certain core skills. In a next step, assessment and government certification of achievements will be tackled. The MOOC software is intended as open source to allow for community development.",,"PROCEEDINGS OF THE 8TH INTERNATIONAL CONFERENCE ON COMPUTER SUPPORTED EDUCATION, VOL 1 (CSEDU)",8th International Conference on Computer Supported Education (CSEDU),SCITEPRESS,,,
WebOfScience,Proceedings Paper,"Borras-Gene, O; Martinez-Nunez, M; Blazquez-Sevilla, A",GAMIFIED OPEN Q&A FORUM MODEL AS A PLATFORM FOR A CMOOCS,2016,"Connectivist MOOCs, where collective and connected student's contributions become the stars of course, are not only an opportunity to their participants but also for knowledge society and open educational resources. The most MOOC platforms usually have rigid structures, limiting the content contributions to teachers' role and leaving students' contributions to internal forums, blogs or wikis only accessible for registered users. This lack of openness forces to seek external solutions outside the platform as learning communities such as social networks. Another problem is the difficulty of assessing the skills learned associated with educational evidence provided by the students, whether in external communities, without any possibility of evaluating automatic; or in discussion forums of MOOC platforms where karma or experience points will be awarded without any reward or certificate; or peer-to-peer assessment solutions private and with few social interaction. This paper proposes a previous theoretical model, it will be develop through a blog, where find the basic content and the learning guide, focusing the weight of the course in an open gamified forum using Question2Answer platform. In the forum students will generate the content and make connections allowing the evaluation of resources or evidences, provided by the reviews and votes of the whole community of participants, such us certificates or badges skills associated with course competences and topics.",,"INTED2016: 10TH INTERNATIONAL TECHNOLOGY, EDUCATION AND DEVELOPMENT CONFERENCE","10th International Technology, Education and Development Conference (INTED)",IATED-INT ASSOC TECHNOLOGY EDUCATION & DEVELOPMENT,,,
WebOfScience,Article,"Ghislandi, P",THE FUN THEY HAD OR ABOUT THE QUALITY OF MOOC,2016,"Dwelling on the issue of MOOC's quality the paper start presenting some reflection on preliminary questions: we have to evaluate MOOC differently from e-learning?; what about the difference between MOOC quality assurance and MOOC quality enhancement?; what are the parameters the universities shall use to certificate the acquired MOOC credits? The paper then analyzes the published scientific literature that concerns the most significant studies about the quality of MOOC and particularly those dedicated to quality enhancement. The conclusion of this analysis is that the relevant literature about MOOC's evaluation is still uncertain between the need to adopt one of the few quality enhancement frameworks specifically created for MOOC or reuse the e-learning quality models available online. MOOC are in a transition phase in which-although it is difficult to say they are right now a disruptive innovation-the questions they rise (about pedagogy, assessment procedure, credits, technology, etc.) certainly will contribute to transform the quality of higher education for the generations to come.",,JOURNAL OF E-LEARNING AND KNOWLEDGE SOCIETY,,SOC ITALIANA E-LEARNING,,,
WebOfScience,Proceedings Paper,"Kor, H; Erbay, H; Aksoy, H",Forming a cloud computing based lifelong learning platform: integration of basic computer courses as mass open online courses to university,2016,"Today's formal educational institutions remain incapable of keeping people's knowledge up to date. Updating information in fields like general culture, information technology, language education and vocational education is needed. Online learning settings, certificate trainings, in service trainings and social network settings greatly contribute to updating information. The learning function is a lifelong process besides formal educational institutions. Lifelong learning can be defined as individual's whole collaboration of events which aims to develop their knowledge, skills and talents individually, vocationally or socially in order to manage their lives. It can be said that a web based learning settings has contributed to the learning processes the most these days. In this regard, people and especially universities grants free access to supply of information they have through Mass Open Online Courses (MOOC). In order for users to access MOOC, having an internet browser is enough. MOOC is also able to develop lifelong learning skills and brings the participants ways of self-learning and information gathering. Strong hardware and software substructure is needed for an MOOC system which will be accessed by thousands. Rapid developments in information technology have decreased hardware costs significantly. By decreasing the costs, developed software and hardware platforms are formed and brought into mutual use of people. Bringing the hardware and software components (storage, data base, mail services and some private software) into people's mutual use form the basis of cloud computing. Cloud computing systems provide great advantages in terms of cost and workforce. Also, through cloud, many subunits can be managed at one origin. In this study, processes of forming a cloud computing based MOOC platform where basic computer technology subjects are included are given place. Through the formed platform, individuals learn new information in the information technology field or keep their knowledge up to date. This will ease people's learning interest and provide lifelong learning opportunity.",,ICLEL 2015: 1ST INTERNATIONAL CONFERENCE ON LIFELONG LEARNING AND LEADERSHIP FOR ALL,1st International Conference on Lifelong Education and Leadership for All,ICLEL CONFERENCES,,,
WebOfScience,Proceedings Paper,"Lisitsyna, L; Efimchik, E",Design and Application of MOOC Methods and Algorithms of Graph Theory on National Platform of Open Education of Russian Federation,2016,"The paper describes results of development and practical application of MOOC Methods and algorithms of graph theory in 2015 on National Platform of Open Education of the Russian Federation https://openedu.ru. The structure and content of the course are presented, as well as evaluation tools for monitoring learning outcomes. The paper describes features of the implementation of interactive practical exercises in the course by means of RLCP-compatible virtual laboratories which are SMART objects of the course. An example of a virtual stand of such laboratory and an example of criteria used in checking of solutions of the students are given. Analysis of the practical application of the course showed its effectiveness. Although only 9.2 % of 2605 registered students of the course went for certification, nearly 40 % of them gained a certificate of successful completion of the course, every fourth gained certificate with honors and 4.2 % of active students achieved the maximum score.",,SMART EDUCATION AND E-LEARNING 2016,3rd International KES Conference on Smart Education and e-Learning,SPRINGER INT PUBLISHING AG,,,
WebOfScience,Proceedings Paper,"Liu, LL",English Teaching Model Research based on Network MOOC,2016,"English teaching platform is established based on the MOOC with the focus on learning database construction for the non-English major students in colleges. The platform could be divided into five systems such as independent learning system, resource management system, teaching management system, evaluation feedback system and certification system. This model focused on study and online autonomous learning function. The experimental results prove the validity and feasibility of teaching model based on network MOOC. The proposed teaching model would help to enhance the students' learning enthusiasm and improve their English practical ability if it is applied in English teaching properly.",,2016 INTERNATIONAL CONFERENCE ON SMART CITY AND SYSTEMS ENGINEERING (ICSCSE),International Conference on Smart City and Systems Engineering (ICSCSE),IEEE,,,
